age,loan_amt,is_idp,loan_amt_left,occp,family_income,educ,hh_size,grad_age
36,6700,0,4400,4,64000,9,2,20
32,130000,0,140000,1,100000,14,1,28
32,130000,0,140000,1,100000,14,1,28
32,130000,0,140000,1,100000,14,1,28
32,130000,0,140000,1,100000,14,1,28
32,130000,0,140000,1,100000,14,1,28
29,25000,1,24000,5,40000,10,2,19
29,25000,1,22000,5,40000,10,2,19
29,25000,1,22000,5,40000,10,2,19
29,25000,1,22000,5,40000,10,2,19
29,25000,1,21000,5,40000,10,2,19
33,20000,0,9000,1,64000,12,1,27
33,20000,0,9000,1,64000,12,1,27
33,20000,0,9000,1,64000,12,1,27
33,20000,0,9000,1,64000,12,1,27
33,20000,0,9000,1,64000,12,1,27
46,10000,0,2000,0,0,9,6,39
46,10000,0,2000,0,0,9,6,39
46,10000,0,2000,0,0,9,6,39
46,10000,0,2000,0,0,9,6,39
46,10000,0,2000,0,0,9,6,39
47,77000,0,45000,1,163000,14,4,40
47,77000,0,45000,1,163000,14,4,40
47,77000,0,45000,1,163000,14,4,40
47,77000,0,45000,1,163000,14,4,40
47,77000,0,45000,1,163000,14,4,40
31,40000,0,20000,4,35000,11,4,23
31,40000,0,20000,4,35000,11,4,23
31,40000,0,20000,4,35000,11,4,23
31,40000,0,20000,4,35000,11,4,23
31,40000,0,20000,4,35000,11,4,23
27,39000,0,36000,3,22000,12,2,25
27,38000,0,36000,3,22000,12,2,25
27,39000,0,32000,3,22000,12,2,25
27,39000,0,29000,3,22000,12,2,25
27,39000,0,36000,3,22000,12,2,25
38,37000,0,10000,1,75000,13,1,27
38,37000,0,10000,1,75000,13,1,27
38,37000,0,10000,1,75000,13,1,27
38,37000,0,10000,1,75000,13,1,27
38,37000,0,10000,1,75000,13,1,27
60,101000,1,100000,1,123000,10,5,50
60,102000,1,100000,1,123000,10,5,50
60,102000,1,100000,1,123000,10,5,50
60,102000,1,100000,1,124000,10,5,50
60,102000,1,100000,1,123000,10,5,50
43,8000,0,4000,4,34000,9,3,37
43,8000,0,4000,4,34000,9,3,37
43,8000,0,4000,4,34000,9,3,37
43,8000,0,4000,4,34000,9,3,37
43,8000,0,4000,4,34000,9,3,37
30,260000,1,260000,1,49000,14,1,26
30,261000,1,260000,1,41000,14,1,26
30,260000,1,260000,1,41000,14,1,26
30,260000,1,260000,1,42000,14,1,26
30,261000,1,260000,1,43000,14,1,26
31,30000,0,25000,2,65000,11,2,28
31,30000,0,25000,2,65000,11,2,28
31,30000,0,25000,2,65000,11,2,28
31,30000,0,25000,2,65000,11,2,28
31,30000,0,25000,2,65000,11,2,28
32,69000,1,69000,0,48000,13,1,30
32,69000,1,69000,0,48000,13,1,30
32,69000,1,69000,0,48000,13,1,30
32,69000,1,69000,0,48000,13,1,30
32,69000,1,69000,0,48000,13,1,30
33,11000,0,9900,5,38000,9,2,24
33,11000,0,9900,5,38000,9,2,24
33,11000,0,9900,5,39000,9,2,24
33,11000,0,9900,5,38000,9,2,24
33,11000,0,10000,5,39000,9,2,24
59,60000,0,57000,1,219000,13,2,57
59,60000,0,57000,1,219000,13,2,57
59,60000,0,57000,1,219000,13,2,57
59,60000,0,57000,1,219000,13,2,57
59,60000,0,57000,1,219000,13,2,57
35,20000,0,17000,1,88000,12,4,24
35,20000,0,17000,1,88000,12,4,24
35,20000,0,17000,1,88000,12,4,24
35,20000,0,17000,1,88000,12,4,24
35,20000,0,17000,1,88000,12,4,24
46,24000,0,9100,1,131000,12,2,30
46,17000,0,9100,1,134000,12,2,30
46,24000,0,9000,1,132000,12,2,30
46,15000,0,9100,1,137000,12,2,30
46,24000,0,9100,1,135000,12,2,30
52,25000,0,6000,1,240000,12,5,31
52,25000,0,6000,1,240000,12,5,31
52,25000,0,6000,1,240000,12,5,31
52,25000,0,6000,1,240000,12,5,31
52,25000,0,6000,1,240000,12,5,31
29,35000,0,4000,1,95000,12,2,23
29,35000,0,4000,1,94000,12,2,23
29,35000,0,4000,1,94000,12,2,23
29,35000,0,4000,1,95000,12,2,23
29,35000,0,4000,1,94000,12,2,23
37,130000,1,75000,1,200000,13,5,28
37,130000,1,75000,1,200000,13,5,28
37,130000,1,75000,1,200000,13,5,28
37,130000,1,75000,1,200000,13,5,28
37,130000,1,75000,1,200000,13,5,28
51,4000,0,1800,4,129000,8,3,43
51,4000,0,1800,4,129000,8,3,43
51,4000,0,1800,4,129000,8,3,43
51,4000,0,1800,4,129000,8,3,43
51,4000,0,1800,4,129000,8,3,43
35,25000,0,3000,1,38000,12,3,23
35,25000,0,3000,1,38000,12,3,23
35,25000,0,3000,1,38000,12,3,23
35,25000,0,3000,1,38000,12,3,23
35,25000,0,3000,1,38000,12,3,23
32,15000,0,100,5,99000,9,4,21
32,15000,0,100,5,99000,9,4,21
32,15000,0,100,5,99000,9,4,21
32,15000,0,100,5,97000,9,4,21
32,15000,0,100,5,94000,9,4,21
34,68000,1,5300,1,115000,13,4,29
34,68000,1,5300,1,115000,13,4,29
34,68000,1,5300,1,115000,13,4,29
34,68000,1,5300,1,115000,13,4,29
34,68000,1,5300,1,115000,13,4,29
47,18000,0,5000,1,124000,13,5,34
47,18000,0,5000,1,124000,13,5,34
47,18000,0,5000,1,124000,13,5,34
47,18000,0,5000,1,124000,13,5,34
47,18000,0,5000,1,124000,13,5,34
45,25000,0,8000,1,36000,12,2,35
45,25000,0,8000,1,36000,12,2,35
45,25000,0,8000,1,36000,12,2,35
45,25000,0,8000,1,36000,12,2,35
45,25000,0,8000,1,36000,12,2,35
60,1500,1,800,5,45000,9,3,30
60,1500,1,800,5,45000,9,3,30
60,1500,1,800,5,45000,9,3,30
60,1500,1,800,5,45000,9,3,30
60,1500,1,800,5,45000,9,3,30
38,34000,1,33000,0,18000,10,3,36
38,34000,1,33000,0,18000,10,3,36
38,34000,1,33000,0,17000,10,3,36
38,34000,1,33000,0,20000,10,3,36
38,34000,1,33000,0,22000,10,3,36
51,18000,0,8000,1,149000,12,3,37
51,18000,0,8000,1,149000,12,3,37
51,18000,0,8000,1,149000,12,3,37
51,18000,0,8000,1,149000,12,3,37
51,18000,0,8000,1,149000,12,3,37
31,15000,0,5000,3,0,9,2,24
31,15000,0,5000,3,0,9,2,24
31,15000,0,5000,3,0,9,2,24
31,15000,0,5000,3,0,9,2,24
31,15000,0,5000,3,0,9,2,24
36,130000,0,120000,1,78000,14,4,27
36,130000,0,120000,1,78000,14,4,27
36,130000,0,120000,1,78000,14,4,27
36,130000,0,120000,1,78000,14,4,27
36,130000,0,120000,1,78000,14,4,27
46,42000,0,20000,2,77000,12,3,27
46,44000,0,19000,2,77000,12,3,27
46,37000,0,19000,2,77000,12,3,27
46,45000,0,19000,2,78000,12,3,27
46,41000,0,19000,2,78000,12,3,27
35,30000,0,17000,4,74000,12,4,22
35,30000,0,17000,4,74000,12,4,22
35,30000,0,17000,4,74000,12,4,22
35,30000,0,17000,4,74000,12,4,22
35,30000,0,17000,4,74000,12,4,22
23,13000,0,15000,3,70000,9,2,19
23,14000,0,16000,3,70000,9,2,19
23,14000,0,15000,3,70000,9,2,19
23,13000,0,15000,3,70000,9,2,19
23,13000,0,16000,3,70000,9,2,19
52,10000,1,23000,3,80000,12,4,32
52,10000,1,23000,3,80000,12,4,32
52,10000,1,23000,3,80000,12,4,32
52,10000,1,23000,3,80000,12,4,32
52,10000,1,23000,3,80000,12,4,32
32,98000,0,88000,2,300000,13,5,28
32,98000,0,88000,2,300000,13,5,28
32,98000,0,88000,2,300000,13,5,28
32,98000,0,88000,2,300000,13,5,28
32,98000,0,88000,2,300000,13,5,28
35,10000,1,9200,4,54000,9,2,21
35,10000,1,8700,4,52000,9,2,21
35,10000,1,7800,4,68000,9,2,21
35,10000,1,9100,4,52000,9,2,21
35,10000,1,7700,4,60000,9,2,21
27,30000,1,25000,2,45000,10,3,20
27,30000,1,25000,2,45000,10,3,20
27,30000,1,25000,2,45000,10,3,20
27,30000,1,25000,2,45000,10,3,20
27,30000,1,25000,2,45000,10,3,20
40,42000,1,34000,2,43000,11,6,28
40,42000,1,34000,2,43000,11,6,28
40,42000,1,34000,2,44000,11,6,28
40,42000,1,34000,2,43000,11,6,28
40,42000,1,34000,2,44000,11,6,28
50,10000,0,700,4,164000,12,2,31
50,10000,0,700,4,223000,12,2,31
50,10000,0,700,4,155000,12,2,31
50,10000,0,700,4,172000,12,2,31
50,10000,0,700,4,183000,12,2,31
32,32000,0,18000,3,113000,13,2,28
32,32000,0,18000,3,113000,13,2,28
32,32000,0,18000,3,113000,13,2,28
32,32000,0,18000,3,113000,13,2,28
32,32000,0,18000,3,113000,13,2,28
28,179000,1,180000,1,45000,14,1,27
28,179000,1,179000,1,52000,14,1,27
28,179000,1,179000,1,47000,14,1,27
28,180000,1,179000,1,49000,14,1,27
28,179000,1,179000,1,44000,14,1,27
38,11000,1,11000,1,85000,12,1,20
38,10000,1,10000,1,85000,12,1,31
38,11000,1,10000,1,85000,12,1,24
38,11000,1,11000,1,85000,12,1,27
38,11000,1,11000,1,85000,12,1,28
46,90000,1,65000,1,67000,13,2,42
46,90000,1,65000,1,61000,13,2,42
46,90000,1,65000,1,65000,13,2,42
46,90000,1,65000,1,62000,13,2,42
46,90000,1,65000,1,61000,13,2,42
45,90000,0,80000,1,80000,13,4,34
45,90000,0,80000,1,80000,13,4,34
45,90000,0,80000,1,80000,13,4,34
45,90000,0,80000,1,80000,13,4,34
45,90000,0,80000,1,80000,13,4,34
36,5000,0,4000,5,250000,10,4,34
36,5000,0,4000,5,250000,10,4,34
36,5000,0,4000,5,250000,10,4,34
36,5000,0,4000,5,250000,10,4,34
36,5000,0,4000,5,250000,10,4,34
33,180000,0,197000,1,81000,14,1,30
33,180000,0,197000,1,76000,14,1,30
33,180000,0,196000,1,80000,14,1,30
33,180000,0,196000,1,71000,14,1,30
33,180000,0,196000,1,84000,14,1,30
54,4500,0,4700,2,80000,12,1,52
54,4500,0,4700,2,80000,12,1,52
54,4500,0,4700,2,80000,12,1,52
54,4500,0,4600,2,80000,12,1,52
54,4500,0,4600,2,80000,12,1,52
48,9300,1,7400,1,26000,11,1,44
48,9400,1,7500,1,26000,11,1,44
48,9300,1,7500,1,26000,11,1,44
48,9300,1,7500,1,26000,11,1,44
48,9400,1,7500,1,26000,11,1,44
